,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
1698,1850,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31.0,1993.0,8,6,557,6.2,0.0,0.0,0.0,0.0,0.02,0.07,0.02,0.07,14,7,50.0,6,42.9,67.1,2.58,20.81,33.39,13.55,2.58,67.1,2.26,1.13,0.97,34.19,131.29,63.55,1.13,0.48,0.48,1.13,0.81,38.23,4.03,1.62,0.16,1.45,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,288,345,83.5,4164,1403,161,176,91.5,112,131,85.5,8,21,38.1,0.0,0.05,0.05,-0.05,0.81,3.23,0.48,0.32,3.87,55.65,45.65,10.0,0.97,0.16,0.16,2.26,9.03,0.0,0.0,0.0,0.0,46.45,0.0,1.45,0.48,0.0,0.0,0.0,0.05,-0.1,-0.1,50.0,0.16,0.0,0.0,1.45,0.48,0.16,0.97,1.45,0.0,0.0,4.35,0.48,0.48,1.94,1.29,0.48,0.16,1.29,1.94,0.65,1.13,0.0,2.9,3.06,0.0,66.7
1704,1858,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28.0,1996.0,7,7,521,5.8,0.17,0.17,0.17,0.17,0.07,0.07,0.07,0.07,1,0,0.0,0,0.0,75.0,6.72,45.0,29.66,0.69,0.34,75.0,0.17,0.0,0.0,43.79,175.34,93.28,0.52,0.17,0.0,0.52,0.17,49.66,0.0,1.04,0.0,0.86,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,302,365,82.7,6224,2392,104,110,94.5,156,167,93.4,40,82,48.8,0.0,0.0,0.0,0.0,0.17,2.41,0.0,0.0,1.55,62.93,60.52,2.24,1.9,0.0,0.86,0.0,0.17,0.0,0.0,0.0,0.0,52.07,0.17,0.17,0.17,0.17,1.0,1.0,0.39,0.6,0.6,56.0,0.17,0.0,0.0,1.9,0.69,0.0,1.55,1.9,0.0,0.17,3.62,2.41,1.9,2.41,1.03,1.21,0.17,0.69,1.03,0.34,0.86,0.52,3.97,6.38,0.0,66.7
1707,1862,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23.0,2001.0,11,7,647,7.2,0.0,0.42,0.0,0.42,0.07,0.42,0.07,0.42,47,19,40.4,27,57.4,50.28,0.69,3.61,19.44,28.06,4.72,50.28,6.53,2.64,3.75,34.17,224.44,115.69,4.58,2.92,1.81,2.22,2.08,39.44,9.86,4.73,0.56,3.61,0.14,0.56,0.28,0.14,0.0,0.42,0.0,0.0,0.14,0.0,0.0,227,265,85.7,3147,796,142,160,88.8,73,83,88.0,4,7,57.1,0.42,0.35,0.35,0.07,2.22,3.19,2.22,0.14,4.86,36.81,35.97,0.69,0.42,0.42,0.0,0.83,0.28,0.0,0.0,0.0,0.0,31.53,0.14,0.97,1.25,0.28,0.0,0.0,0.06,-0.5,-0.5,0.0,0.14,0.0,0.0,0.56,0.97,0.14,0.56,0.42,0.0,0.0,3.06,0.0,0.56,0.56,0.28,0.14,0.14,0.14,0.56,0.42,1.25,0.14,1.11,0.69,0.14,25.0
1711,1866,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23.0,2001.0,7,3,302,3.4,0.3,0.6,0.3,0.6,0.17,0.33,0.17,0.33,21,9,42.9,12,57.1,44.71,0.0,3.24,18.82,23.53,4.41,44.71,6.18,2.65,3.53,30.29,192.06,119.71,4.41,2.06,1.76,3.53,1.76,32.94,9.71,3.28,0.6,2.35,0.0,0.59,0.29,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,71,102,69.6,967,186,40,46,87.0,17,30,56.7,6,12,50.0,0.29,0.18,0.12,0.12,1.76,0.29,0.59,0.59,1.47,30.0,29.71,0.29,0.0,0.0,0.29,3.82,0.0,0.29,0.0,0.29,0.0,20.88,0.0,1.18,3.58,0.89,0.08,0.33,0.05,0.4,0.4,33.3,0.0,0.0,0.0,1.47,0.88,0.29,0.29,0.29,0.0,0.0,5.29,0.29,0.59,0.59,0.29,0.0,0.29,0.29,1.18,0.88,0.59,0.0,0.88,0.0,0.0,25.0
1715,1870,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,28.0,1996.0,11,9,802,8.9,0.11,0.11,0.11,0.11,0.06,0.12,0.06,0.12,3,2,66.7,1,33.3,67.42,3.15,19.21,30.9,17.53,1.24,67.42,0.34,0.22,0.11,27.98,108.31,57.42,1.01,1.69,0.11,0.11,0.45,36.52,4.04,2.13,0.11,1.35,0.34,0.11,0.22,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,374,518,72.2,7166,2571,140,158,88.6,181,231,78.4,49,109,45.0,0.0,0.06,0.07,-0.06,1.01,2.92,1.24,0.34,4.04,58.2,45.62,12.47,0.67,0.0,0.67,3.26,11.8,0.0,0.0,0.0,0.0,42.02,0.11,1.24,1.35,0.22,0.08,0.5,0.04,0.5,0.5,50.0,0.22,0.0,0.0,0.34,0.34,0.0,1.01,0.79,0.0,0.0,4.16,0.45,0.45,2.02,0.9,0.9,0.22,1.12,1.91,0.79,1.46,0.11,3.03,2.7,0.0,58.8
1717,1872,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25.0,1999.0,6,5,458,5.1,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.09,1,0,0.0,1,100.0,88.04,10.2,36.27,49.41,2.35,1.37,88.04,0.2,0.0,0.2,51.57,291.76,167.65,1.18,0.39,0.0,0.78,0.0,59.8,0.59,1.38,0.0,1.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,382,84.3,5680,2624,128,147,87.1,175,193,90.7,19,38,50.0,0.0,0.0,0.02,0.0,0.39,4.9,0.39,0.0,7.45,74.9,72.16,2.75,1.96,0.0,0.59,0.0,0.2,0.0,0.0,0.0,0.0,63.14,0.0,0.39,0.98,0.2,0.0,0.0,0.09,-0.4,-0.4,84.0,0.39,0.0,0.0,0.78,0.39,0.0,0.98,1.37,0.0,0.0,3.73,4.12,0.78,2.75,1.76,0.98,0.0,1.37,1.37,0.0,0.98,0.78,3.73,5.1,0.2,100.0
1719,1874,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32.0,1992.0,8,7,598,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,75.0,1,25.0,50.76,8.18,25.91,22.12,3.03,0.45,50.76,0.61,0.45,0.15,25.0,142.88,76.06,0.91,0.45,0.0,0.3,0.0,28.48,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,220,266,82.7,4302,1385,70,77,90.9,128,138,92.8,22,45,48.9,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,2.12,40.3,36.97,3.33,1.82,0.0,0.61,0.15,1.36,0.0,0.0,0.0,0.0,33.33,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7,0.45,0.0,0.0,0.91,0.15,0.0,0.61,0.3,0.0,0.0,2.58,2.27,1.67,0.91,0.61,0.3,0.0,0.76,0.91,0.15,1.21,0.91,1.52,6.52,0.0,83.3
1722,1880,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25.0,1999.0,8,6,566,6.3,0.0,0.16,0.0,0.16,0.04,0.1,0.04,0.1,6,3,50.0,1,16.7,66.19,3.02,18.41,38.73,9.21,1.11,66.19,0.95,0.48,0.16,36.83,200.79,107.78,1.59,0.63,0.16,1.27,1.27,48.73,0.95,1.59,0.16,1.59,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,342,372,91.9,5283,1409,183,191,95.8,135,144,93.8,17,28,60.7,0.16,0.06,0.1,0.1,0.95,4.92,0.63,0.0,5.4,59.05,57.46,1.59,1.43,0.48,0.48,0.0,0.16,0.0,0.0,0.0,0.0,54.29,0.0,0.0,0.64,0.16,0.0,0.0,0.07,-0.3,-0.3,68.8,0.16,0.0,0.0,0.95,1.9,0.0,0.16,0.95,0.0,0.0,5.56,1.75,0.79,1.11,0.79,0.32,0.0,0.48,0.63,0.16,0.63,0.16,1.27,2.06,0.32,75.0
1727,1885,Antonio Sánchez,es ESP,"DF,MF",Mallorca,es La Liga,27.0,1997.0,14,4,554,6.2,0.0,0.0,0.0,0.0,0.08,0.17,0.08,0.17,8,4,50.0,3,37.5,51.77,2.9,17.9,22.26,12.42,0.97,51.77,1.29,0.65,0.48,24.68,110.97,42.9,0.81,0.65,0.48,0.65,0.48,28.23,2.9,1.3,0.0,1.13,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,245,71.4,2840,935,89,105,84.8,60,80,75.0,17,41,41.5,0.0,0.1,0.11,-0.1,0.65,2.42,0.81,0.48,2.9,39.52,34.84,4.19,0.32,0.0,0.16,2.1,3.87,0.0,0.0,0.0,0.0,28.23,0.48,0.97,0.81,0.16,0.0,0.0,0.1,-0.5,-0.5,50.0,0.0,0.0,0.0,1.61,0.48,0.0,1.29,1.29,0.0,0.0,4.84,0.48,0.48,2.1,1.61,0.32,0.16,1.29,1.94,0.65,1.29,0.32,3.39,3.06,0.0,66.7
1728,1886,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,32.0,1992.0,13,2,452,5.0,0.2,0.4,0.2,0.4,0.06,0.26,0.06,0.26,16,10,62.5,2,12.5,48.6,1.2,8.4,20.2,20.6,1.8,48.6,3.2,2.0,0.4,29.4,225.6,119.2,3.6,1.6,0.4,2.0,1.4,32.4,5.8,2.99,0.2,2.2,0.4,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,134,187,71.7,2553,769,57,64,89.1,54,72,75.0,22,41,53.7,0.2,0.2,0.16,0.0,1.2,2.4,0.8,0.2,5.2,37.4,34.2,3.0,0.6,0.2,0.8,6.0,1.0,1.4,1.2,0.2,0.0,26.8,0.2,1.0,1.0,0.4,0.2,0.5,0.06,0.7,0.7,16.7,0.6,0.0,0.0,1.0,2.4,0.0,1.2,1.4,0.0,0.0,3.4,0.2,1.0,2.4,1.6,0.4,0.4,1.0,2.8,1.8,1.4,0.4,3.6,0.6,0.0,35.7
1729,1887,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27.0,1997.0,8,8,657,7.3,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.04,0,0,0.0,0,0.0,57.81,9.04,39.04,17.12,1.64,0.96,57.81,0.0,0.0,0.0,32.19,131.51,64.25,0.0,0.0,0.0,0.82,0.0,40.41,0.27,0.55,0.14,0.41,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,292,345,84.6,6068,2093,89,94,94.7,161,173,93.1,42,71,59.2,0.0,0.03,0.04,-0.03,0.14,1.37,0.0,0.0,0.82,47.26,45.34,1.51,0.96,0.0,0.96,0.0,0.14,0.0,0.0,0.0,0.0,40.0,0.41,0.14,0.41,0.14,0.0,0.0,0.04,-0.1,-0.1,44.1,0.27,0.0,0.0,0.82,0.0,0.0,0.82,0.68,0.0,0.0,1.51,2.05,2.6,0.96,0.82,0.14,0.0,0.82,1.1,0.27,1.78,1.37,1.78,4.66,0.14,75.0
1733,1892,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26.0,1998.0,10,4,354,3.9,0.0,0.0,0.0,0.0,0.1,0.12,0.1,0.12,5,2,40.0,3,60.0,70.77,3.59,19.49,43.59,8.21,1.03,70.77,1.28,0.51,0.77,33.08,169.49,72.82,0.51,0.51,0.0,1.03,0.26,42.05,0.77,1.53,0.0,1.03,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,225,77.8,2747,766,84,96,87.5,81,96,84.4,6,25,24.0,0.0,0.03,0.05,-0.03,0.26,3.85,0.51,0.26,5.38,57.69,55.64,2.05,1.03,0.26,0.26,0.26,1.03,0.0,0.0,0.0,0.0,44.87,0.0,1.03,1.27,0.51,0.0,0.0,0.08,-0.4,-0.4,65.2,0.26,0.0,0.0,1.03,0.77,0.0,1.28,1.79,0.0,0.0,6.41,3.85,2.05,3.33,1.54,1.54,0.26,1.54,2.31,0.77,1.79,0.26,4.62,2.82,0.0,66.7
1737,1896,Nhoa Sangui,fr FRA,DF,Reims,fr Ligue 1,18.0,2006.0,11,5,572,6.4,0.0,0.16,0.0,0.16,0.02,0.07,0.02,0.07,5,4,80.0,1,20.0,53.59,2.19,18.44,24.22,11.72,0.94,53.59,0.78,0.62,0.16,27.34,132.03,54.84,0.62,0.94,0.16,1.09,1.41,32.5,4.84,1.57,0.47,1.41,0.16,0.0,0.0,0.0,0.0,0.31,0.16,0.0,0.0,0.0,0.0,240,296,81.1,3557,844,131,142,92.3,88,106,83.0,10,23,43.5,0.16,0.05,0.06,0.11,0.47,2.03,0.31,0.16,2.81,46.25,38.75,7.19,0.62,0.0,0.47,1.41,6.56,0.0,0.0,0.0,0.0,37.5,0.31,1.09,0.47,0.0,0.0,0.0,0.03,-0.1,-0.1,37.5,0.16,0.0,0.0,0.78,0.62,0.0,0.47,0.62,0.0,0.0,5.31,0.47,0.78,1.25,0.16,0.62,0.47,0.47,0.94,0.47,0.94,0.31,1.72,1.88,0.0,50.0
1738,1897,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23.0,2000.0,11,11,973,10.8,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,13,8,61.5,5,38.5,50.74,1.48,11.3,31.02,8.61,0.74,50.74,1.2,0.74,0.46,22.5,102.78,43.24,0.83,0.74,0.19,1.48,1.11,28.98,1.2,1.94,0.28,1.57,0.0,0.0,0.09,0.19,0.09,0.28,0.0,0.0,0.0,0.0,0.0,340,426,79.8,5632,1585,172,200,86.0,142,167,85.0,24,40,60.0,0.0,0.01,0.03,-0.01,0.46,4.17,0.28,0.0,3.98,39.44,39.17,0.19,0.09,0.0,0.19,0.19,0.09,0.0,0.0,0.0,0.0,31.48,0.09,0.83,0.46,0.0,0.0,0.0,0.02,-0.1,-0.1,51.2,0.0,0.0,0.0,0.46,1.39,0.0,1.57,1.57,0.0,0.0,4.17,2.04,1.94,2.13,0.74,1.11,0.28,0.56,1.39,0.83,2.13,0.46,3.7,1.02,0.0,40.0
1742,1901,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20.0,2004.0,11,11,965,10.7,0.47,0.47,0.47,0.47,0.28,0.36,0.28,0.36,15,8,53.3,5,33.3,64.39,2.8,20.75,37.76,6.64,1.31,64.39,1.4,0.75,0.47,31.31,127.38,78.41,1.21,0.28,0.09,2.15,0.56,39.16,1.21,2.05,0.19,1.5,0.0,0.09,0.09,0.09,0.28,0.0,0.0,0.0,0.0,0.09,0.09,476,547,87.0,7798,2684,234,264,88.6,208,229,90.8,28,35,80.0,0.0,0.08,0.05,-0.08,1.12,3.93,0.47,0.0,4.77,51.12,48.22,2.8,2.71,0.37,0.0,0.0,0.09,0.0,0.0,0.0,0.0,44.49,0.09,1.03,1.49,0.65,0.31,0.71,0.19,2.0,2.0,68.2,0.19,0.0,0.0,0.56,2.52,0.0,1.03,2.62,0.09,0.0,6.54,1.4,0.65,4.11,2.24,1.68,0.19,2.15,3.55,1.4,1.4,0.37,5.14,1.31,0.0,60.5
1743,1903,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22.0,2002.0,7,4,404,4.5,0.0,0.0,0.0,0.0,0.09,0.22,0.09,0.22,21,12,57.1,8,38.1,63.33,1.33,11.11,25.78,26.67,4.67,63.33,4.67,2.67,1.78,42.44,262.89,146.89,5.33,3.78,0.89,2.89,0.67,45.78,9.56,3.56,0.67,3.11,0.0,0.22,0.0,0.22,0.0,0.44,0.0,0.0,0.0,0.22,0.0,175,223,78.5,2807,603,97,106,91.5,70,87,80.5,6,19,31.6,0.0,0.13,0.18,-0.13,1.11,3.33,1.78,0.89,3.78,49.56,44.67,4.89,0.22,0.0,0.0,4.22,4.67,0.0,0.0,0.0,0.0,38.89,0.0,1.33,1.78,0.89,0.0,0.0,0.05,-0.4,-0.4,60.0,0.22,0.0,0.0,1.33,2.22,0.44,0.44,1.56,0.22,0.0,3.33,1.33,0.89,2.67,0.89,1.11,0.67,1.33,2.0,0.67,0.44,0.0,3.11,0.89,0.0,66.7
1747,1907,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,26.0,1998.0,12,5,571,6.3,0.16,0.32,0.16,0.32,0.29,0.56,0.29,0.56,12,4,33.3,6,50.0,38.89,1.43,4.76,14.13,20.63,5.4,38.89,1.9,0.63,0.95,21.59,141.27,76.19,3.02,1.9,1.43,2.54,2.06,26.67,6.67,4.26,0.47,2.7,0.0,0.48,0.32,0.79,0.0,0.16,0.0,0.0,0.0,0.32,0.0,109,165,66.1,1595,387,55,69,79.7,47,67,70.1,3,10,30.0,0.16,0.27,0.21,-0.11,1.59,0.63,1.11,0.48,1.59,26.19,25.56,0.32,0.0,0.16,0.0,3.02,0.32,0.0,0.0,0.0,0.0,17.3,0.32,1.11,2.36,1.42,0.07,0.11,0.12,-0.8,-0.8,33.3,0.16,0.0,0.0,0.63,1.75,0.48,0.48,0.32,0.16,0.0,4.13,1.27,2.54,0.48,0.0,0.32,0.16,0.0,0.95,0.95,1.11,0.0,0.95,0.95,0.0,0.0
1749,1909,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,19.0,2005.0,6,6,497,5.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,4,2,50.0,2,50.0,62.18,6.73,33.64,27.27,1.45,0.0,62.18,0.73,0.36,0.36,34.55,142.18,70.18,0.55,0.55,0.0,0.55,0.55,39.82,0.0,0.54,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,293,91.5,4881,1503,96,100,96.0,149,160,93.1,18,22,81.8,0.0,0.0,0.0,0.0,0.36,3.09,0.0,0.0,1.64,53.27,47.82,5.45,3.09,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,48.73,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0.18,0.0,0.0,1.82,0.55,0.0,1.27,0.91,0.0,0.0,5.09,0.91,1.09,1.82,0.73,1.09,0.0,0.91,1.82,0.91,0.91,0.73,3.09,3.45,0.0,50.0
1753,1913,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21.0,2003.0,12,8,756,8.4,0.24,0.24,0.24,0.24,0.05,0.17,0.05,0.17,5,4,80.0,1,20.0,73.45,1.9,25.24,37.14,11.55,1.19,73.45,0.6,0.48,0.12,51.43,273.81,114.29,2.26,1.55,0.0,0.71,0.36,58.21,3.1,1.79,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,581,91.0,9114,2352,232,241,96.3,261,283,92.2,30,45,66.7,0.0,0.12,0.07,-0.12,1.31,3.33,0.71,0.48,3.81,69.17,62.5,6.43,1.19,0.0,0.24,2.14,5.24,0.0,0.0,0.0,0.0,62.98,0.24,0.71,0.6,0.48,0.4,0.5,0.09,1.6,1.6,12.5,0.24,0.0,0.0,0.24,0.71,0.12,0.6,1.07,0.0,0.0,3.69,0.12,0.83,1.9,0.95,0.83,0.12,0.83,1.31,0.48,0.24,0.0,2.5,0.48,0.0,63.6
1755,1915,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21.0,2002.0,11,11,904,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,24,12,50.0,11,45.8,68.2,2.5,26.3,29.8,12.5,0.9,68.2,2.4,1.2,1.1,37.2,182.0,89.8,1.6,0.9,0.2,1.2,0.8,44.1,2.6,0.9,0.1,0.8,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,502,594,84.5,8107,2310,272,290,93.8,190,222,85.6,30,56,53.6,0.0,0.04,0.04,-0.04,0.3,2.0,0.3,0.2,1.6,59.4,47.4,11.8,1.6,0.1,0.6,2.0,10.2,0.0,0.0,0.0,0.0,50.2,0.2,1.2,0.2,0.0,0.0,0.0,0.02,0.0,0.0,42.1,0.2,0.0,0.0,0.9,1.4,0.0,0.5,1.4,0.0,0.0,3.1,0.8,1.1,1.9,1.3,0.6,0.0,1.1,1.9,0.8,1.2,0.4,2.4,1.9,0.1,57.9
1757,1917,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,23.0,2001.0,12,5,506,5.6,0.0,0.0,0.0,0.0,0.26,0.28,0.26,0.28,22,5,22.7,14,63.6,33.75,1.61,5.36,11.79,17.32,3.75,33.75,3.93,0.89,2.5,19.64,137.32,51.25,2.32,1.25,0.89,2.86,1.43,23.04,6.61,1.6,0.18,0.54,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.18,0.0,0.0,61,109,56.0,897,179,37,55,67.3,19,36,52.8,2,6,33.3,0.0,0.02,0.02,-0.02,0.36,0.89,0.36,0.0,1.25,19.46,18.57,0.89,0.0,0.0,0.18,1.79,0.54,0.0,0.0,0.0,0.0,10.89,0.0,0.71,1.6,0.71,0.0,0.0,0.16,-1.5,-1.5,59.4,0.18,0.0,0.0,0.89,1.43,1.07,0.0,1.96,0.0,0.0,2.86,3.39,2.32,2.5,0.71,0.89,0.89,1.07,1.25,0.18,0.36,0.18,2.5,1.07,0.0,85.7
1763,1923,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27.0,1997.0,10,10,843,9.4,0.21,0.32,0.21,0.32,0.06,0.11,0.06,0.11,1,1,100.0,0,0.0,59.26,6.81,26.91,27.77,4.79,1.81,59.26,0.11,0.11,0.0,30.64,107.13,54.04,0.21,0.53,0.0,0.53,0.0,38.19,0.11,1.81,0.21,1.38,0.0,0.11,0.21,0.0,0.11,0.21,0.0,0.0,0.0,0.0,0.0,389,459,84.7,7343,2800,147,160,91.9,208,222,93.7,32,70,45.7,0.11,0.04,0.03,0.06,0.32,2.77,0.21,0.0,3.72,48.83,46.38,2.34,1.38,0.21,0.43,0.0,0.0,0.0,0.0,0.0,0.0,41.38,0.11,0.32,1.07,0.32,0.2,0.67,0.06,1.4,1.4,62.9,0.32,0.11,0.11,0.64,0.74,0.0,1.06,0.96,0.0,0.21,4.04,2.34,1.38,1.06,0.43,0.64,0.0,0.64,0.85,0.21,0.96,0.43,2.13,4.26,0.11,75.0
1766,1926,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24.0,2000.0,11,11,972,10.8,0.09,0.19,0.09,0.19,0.1,0.26,0.1,0.26,26,10,38.5,15,57.7,59.26,0.65,7.22,26.85,26.11,3.89,59.26,2.41,0.93,1.39,40.56,232.04,141.57,4.35,2.69,1.2,1.94,1.85,45.74,5.46,4.35,0.56,3.52,0.09,0.19,0.37,0.09,0.09,0.56,0.0,0.0,0.0,0.0,0.0,405,535,75.7,6322,2045,233,264,88.3,113,167,67.7,40,63,63.5,0.09,0.16,0.21,-0.06,1.76,4.44,2.69,0.65,8.33,49.54,47.78,1.39,0.37,0.74,0.28,3.15,0.65,0.37,0.0,0.19,0.0,37.5,0.37,1.3,1.3,0.37,0.07,0.25,0.08,-0.1,-0.1,47.4,0.0,0.0,0.0,0.93,1.2,0.19,0.65,0.56,0.0,0.0,5.0,0.83,0.93,1.48,0.37,0.83,0.28,0.83,1.94,1.11,1.2,0.09,2.13,0.46,0.0,42.9
1770,1930,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,26.0,1998.0,10,7,625,6.9,0.29,0.29,0.29,0.29,0.22,0.46,0.22,0.46,44,20,45.5,20,45.5,44.78,1.01,5.8,18.12,22.46,4.2,44.78,6.38,2.9,2.9,27.68,259.28,168.12,5.51,3.19,1.59,3.62,1.16,27.83,6.81,6.2,0.29,2.32,1.59,1.01,0.29,1.01,0.0,0.14,0.14,0.0,0.0,0.0,0.0,126,195,64.6,2237,1011,58,77,75.3,43,62,69.4,20,43,46.5,0.0,0.25,0.33,-0.25,2.32,2.32,1.3,0.72,2.46,28.26,21.16,7.1,3.19,0.14,0.0,6.52,1.59,2.32,1.16,0.87,0.0,18.26,0.0,0.87,3.74,1.73,0.08,0.17,0.06,0.5,0.5,14.3,0.0,0.0,0.0,1.01,4.78,0.43,0.58,1.01,0.0,0.0,3.91,0.14,0.87,1.59,1.01,0.43,0.14,0.43,1.01,0.58,0.72,0.14,2.17,1.01,0.0,42.9
